Campaign_ID,Company,Campaigns,Channels,Acquisition_Cost,ROI,Performance_level,Clicks,Impressions,Conversions,Conversion_Rate,Engagement_Score,Customer_Segment,Gender,Age,Location,Started_day,Duration_days,End_day,Month,Month_fullname,Mon_name
967,TechCorp,Influencer,Email,5741,4.79,Good,382,8295,23,0.06,1,Outdoor Adventurers,Men,25-34,New York,2021-08-25,15,2021-09-09,8,August,Aug
968,NexGen Systems,Search,Email,6396,5.39,Good,274,1979,16,0.06,3,Health & Wellness,Women,35-44,New York,2021-08-26,15,2021-09-10,8,August,Aug
969,TechCorp,Search,Website,12814,4.27,Good,331,2872,13,0.04,3,Tech Enthusiasts,Women,35-44,Chicago,2021-08-27,45,2021-10-11,8,August,Aug
970,DataTech Solutions,Display,Instagram,18274,2.18,Poor,635,6238,25,0.04,2,Foodies,Both,All ages,Miami,2021-08-28,30,2021-09-27,8,August,Aug
971,Innovate Industries,Email,Website,19721,4.99,Good,433,2208,22,0.05,5,Fashionistas,Men,25-34,Los Angeles,2021-08-29,45,2021-10-13,8,August,Aug
972,TechCorp,Email,Google Ads,17314,4.24,Good,842,3939,17,0.02,5,Tech Enthusiasts,Both,All ages,Miami,2021-08-30,60,2021-10-29,8,August,Aug
973,Innovate Industries,Influencer,Website,16570,3.1,Poor,622,8302,12,0.02,7,Outdoor Adventurers,Women,35-44,Houston,2021-08-31,45,2021-10-15,8,August,Aug
974,TechCorp,Social Media,YouTube,18208,4.82,Good,936,5721,19,0.02,6,Tech Enthusiasts,Men,18-24,Houston,2021-09-01,45,2021-10-16,9,September,Sep
975,Alpha Innovations,Influencer,Email,12124,6.24,Good,188,5099,19,0.1,9,Foodies,Men,25-34,Los Angeles,2021-09-02,60,2021-11-01,9,September,Sep
976,Alpha Innovations,Email,Instagram,10237,7.71,Excellent,436,9191,48,0.11,10,Fashionistas,Men,25-34,Houston,2021-09-03,45,2021-10-18,9,September,Sep
977,Innovate Industries,Search,Email,17993,5.93,Good,230,6367,9,0.04,6,Fashionistas,Men,18-24,Chicago,2021-09-04,45,2021-10-19,9,September,Sep
978,Alpha Innovations,Influencer,Facebook,11835,4.1,Good,275,2369,22,0.08,8,Fashionistas,Men,18-24,Miami,2021-09-05,30,2021-10-05,9,September,Sep
979,Innovate Industries,Display,Instagram,12406,4.42,Good,508,9319,46,0.09,6,Tech Enthusiasts,Women,35-44,Chicago,2021-09-06,45,2021-10-21,9,September,Sep
980,Innovate Industries,Influencer,Facebook,7650,7.29,Excellent,417,7416,21,0.05,4,Fashionistas,Both,All ages,Miami,2021-09-07,30,2021-10-07,9,September,Sep
981,Innovate Industries,Influencer,Facebook,12966,5.72,Good,645,4626,84,0.13,9,Fashionistas,Women,35-44,New York,2021-09-08,30,2021-10-08,9,September,Sep
982,DataTech Solutions,Social Media,Facebook,8540,7.02,Excellent,893,6718,71,0.08,9,Tech Enthusiasts,Women,35-44,Houston,2021-09-09,15,2021-09-24,9,September,Sep
983,DataTech Solutions,Display,Google Ads,8376,2.56,Poor,667,2519,87,0.13,9,Foodies,Men,25-34,New York,2021-09-10,30,2021-10-10,9,September,Sep
984,Alpha Innovations,Social Media,Instagram,9449,2.83,Poor,271,2500,24,0.09,9,Health & Wellness,Women,35-44,Houston,2021-09-11,45,2021-10-26,9,September,Sep
985,DataTech Solutions,Search,Instagram,16313,7.6,Excellent,218,7104,20,0.09,5,Outdoor Adventurers,Men,25-34,Houston,2021-09-12,30,2021-10-12,9,September,Sep
986,DataTech Solutions,Social Media,Email,5879,2.08,Poor,744,9472,45,0.06,5,Tech Enthusiasts,Both,All ages,Miami,2021-09-13,45,2021-10-28,9,September,Sep
987,Innovate Industries,Email,Google Ads,19480,4.3,Good,346,2067,48,0.14,2,Outdoor Adventurers,Men,25-34,Houston,2021-09-14,30,2021-10-14,9,September,Sep
988,DataTech Solutions,Display,Google Ads,7057,6.29,Good,423,3670,51,0.12,6,Tech Enthusiasts,Men,18-24,Miami,2021-09-15,30,2021-10-15,9,September,Sep
989,Alpha Innovations,Search,Email,11252,3.06,Poor,254,7896,13,0.05,4,Health & Wellness,Men,18-24,Miami,2021-09-16,45,2021-10-31,9,September,Sep
990,NexGen Systems,Search,Email,5524,6.85,Good,769,2472,115,0.15,5,Foodies,Men,25-34,Chicago,2021-09-17,45,2021-11-01,9,September,Sep
991,Alpha Innovations,Social Media,Website,7286,7.88,Excellent,813,6052,114,0.14,10,Tech Enthusiasts,Women,35-44,New York,2021-09-18,60,2021-11-17,9,September,Sep
992,Alpha Innovations,Search,Email,5825,7.61,Excellent,270,7351,11,0.04,3,Outdoor Adventurers,Women,35-44,Los Angeles,2021-09-19,45,2021-11-03,9,September,Sep
993,Innovate Industries,Email,Instagram,18805,2.96,Poor,805,9184,48,0.06,4,Foodies,Women,35-44,Chicago,2021-09-20,15,2021-10-05,9,September,Sep
994,TechCorp,Influencer,YouTube,11366,7.68,Excellent,348,9167,45,0.13,1,Foodies,Men,25-34,Chicago,2021-09-21,15,2021-10-06,9,September,Sep
995,TechCorp,Email,YouTube,13546,2.66,Poor,649,5014,78,0.12,4,Outdoor Adventurers,Women,25-34,Chicago,2021-09-22,30,2021-10-22,9,September,Sep
996,TechCorp,Email,Instagram,15454,4.93,Good,217,4205,9,0.04,1,Health & Wellness,Both,All ages,Miami,2021-09-23,15,2021-10-08,9,September,Sep
997,TechCorp,Influencer,YouTube,7306,5.07,Good,898,2677,54,0.06,6,Outdoor Adventurers,Men,25-34,Chicago,2021-09-24,60,2021-11-23,9,September,Sep
998,Innovate Industries,Influencer,YouTube,19289,2.96,Poor,584,8542,88,0.15,5,Foodies,Men,18-24,New York,2021-09-25,60,2021-11-24,9,September,Sep
999,Innovate Industries,Display,YouTube,14377,7.86,Excellent,327,8692,49,0.15,8,Health & Wellness,Men,25-34,Chicago,2021-09-26,15,2021-10-11,9,September,Sep
1000,DataTech Solutions,Search,Google Ads,5256,5.38,Good,795,3850,32,0.04,8,Outdoor Adventurers,Women,35-44,Chicago,2021-09-27,30,2021-10-27,9,September,Sep
